,RMS,P2P,Mean,Variance
c1_g0.1,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.552870090634441
c1_g0.2,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.5658610271903324
c1_g0.4,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.5731117824773414
c1_g0.8,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.5755287009063444
c1_g1.6,0.9283987915407855,0.9283987915407855,0.9283987915407855,0.581570996978852
c1_g3.2,0.9894259818731118,0.9894259818731118,0.9894259818731118,0.5658610271903324
c1_g6.4,0.9827794561933535,0.9827794561933535,0.9827794561933535,0.5359516616314199
c1_g12.8,0.6770392749244712,0.6770392749244712,0.6770392749244712,0.49697885196374625
c10_g0.1,1.0,1.0,1.0,0.5797583081570997
c10_g0.2,1.0,1.0,1.0,0.5818731117824774
c10_g0.4,1.0,1.0,1.0,0.5924471299093655
c10_g0.8,0.9984894259818731,0.9984894259818731,0.9984894259818731,0.5957703927492447
c10_g1.6,0.9033232628398792,0.9033232628398792,0.9033232628398792,0.5691842900302114
c10_g3.2,0.9867069486404834,0.9867069486404834,0.9867069486404834,0.5531722054380664
c10_g6.4,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.5374622356495469
c10_g12.8,0.9773413897280967,0.9773413897280967,0.9773413897280967,0.5205438066465257
c100_g0.1,1.0,1.0,1.0,0.6
c100_g0.2,1.0,1.0,1.0,0.6072507552870091
c100_g0.4,1.0,1.0,1.0,0.6126888217522659
c100_g0.8,0.9978851963746224,0.9978851963746224,0.9978851963746224,0.5785498489425982
c100_g1.6,0.8981873111782477,0.8981873111782477,0.8981873111782477,0.561631419939577
c100_g3.2,0.986404833836858,0.986404833836858,0.986404833836858,0.5501510574018127
c100_g6.4,0.9848942598187311,0.9848942598187311,0.9848942598187311,0.5287009063444109
c100_g12.8,0.9722054380664653,0.9722054380664653,0.9722054380664653,0.5105740181268882
c1000_g0.1,1.0,1.0,1.0,0.6163141993957704
c1000_g0.2,1.0,1.0,1.0,0.6196374622356495
c1000_g0.4,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.5803625377643504
c1000_g0.8,0.9942598187311178,0.9942598187311178,0.9942598187311178,0.5688821752265861
c1000_g1.6,0.8993957703927492,0.8993957703927492,0.8993957703927492,0.5549848942598188
c1000_g3.2,0.9861027190332327,0.9861027190332327,0.9861027190332327,0.5320241691842901
c1000_g6.4,0.983987915407855,0.983987915407855,0.983987915407855,0.5232628398791541
c1000_g12.8,0.9731117824773414,0.9731117824773414,0.9731117824773414,0.5099697885196375
c10000_g0.1,1.0,1.0,1.0,0.6229607250755287
c10000_g0.2,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.5770392749244713
c10000_g0.4,0.9963746223564954,0.9963746223564954,0.9963746223564954,0.5676737160120846
c10000_g0.8,0.9936555891238671,0.9936555891238671,0.9936555891238671,0.5589123867069486
c10000_g1.6,0.8987915407854985,0.8987915407854985,0.8987915407854985,0.5314199395770393
c10000_g3.2,0.9861027190332327,0.9861027190332327,0.9861027190332327,0.5293051359516616
c10000_g6.4,0.9836858006042296,0.9836858006042296,0.9836858006042296,0.5238670694864048
c10000_g12.8,0.972809667673716,0.972809667673716,0.972809667673716,0.5108761329305136
c100000_g0.1,0.9990936555891239,0.9990936555891239,0.9990936555891239,0.5764350453172206
c100000_g0.2,0.9966767371601208,0.9966767371601208,0.9966767371601208,0.5667673716012085
c100000_g0.4,0.9960725075528701,0.9960725075528701,0.9960725075528701,0.56797583081571
c100000_g0.8,0.9966767371601208,0.9966767371601208,0.9966767371601208,0.5293051359516616
c100000_g1.6,0.8987915407854985,0.8987915407854985,0.8987915407854985,0.527190332326284
c100000_g3.2,0.9861027190332327,0.9861027190332327,0.9861027190332327,0.5283987915407855
c100000_g6.4,0.9836858006042296,0.9836858006042296,0.9836858006042296,0.5238670694864048
c100000_g12.8,0.9700906344410876,0.9700906344410876,0.9700906344410876,0.5108761329305136
